AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 21.40; 27.34; 23.87; 21.81; 75.80; 71.52; 77.80; 78.79; 37.35; 58.83; 55.56
 21.41; 27.33; 23.88; 21.82; 75.81; 71.52; 77.81; 78.79; 37.34; 58.81; 55.57
 21.40; 27.35; 23.89; 21.81; 75.81; 71.51; 77.80; 78.80; 37.33; 58.82; 55.57
 21.40; 27.35; 23.89; 21.82; 75.82; 71.51; 77.79; 78.80; 37.33; 58.83; 55.59
 21.40; 27.37; 23.89; 21.82; 75.82; 71.50; 77.78; 78.80; 37.33; 58.82; 55.60
 21.41; 27.37; 23.90; 21.82; 75.82; 71.49; 77.79; 78.81; 37.33; 58.82; 55.61
 21.41; 27.38; 23.90; 21.82; 75.81; 71.49; 77.78; 78.80; 37.32; 58.82; 55.61
 21.40; 27.39; 23.91; 21.83; 75.81; 71.48; 77.76; 78.80; 37.31; 58.82; 55.61
 21.40; 27.40; 23.91; 21.83; 75.82; 71.47; 77.77; 78.79; 37.32; 58.81; 55.61
 21.40; 27.41; 23.91; 21.82; 75.81; 71.48; 77.77; 78.79; 37.30; 58.80; 55.61
 21.40; 27.41; 23.91; 21.83; 75.81; 71.47; 77.76; 78.80; 37.29; 58.80; 55.61
 21.40; 27.41; 23.91; 21.82; 75.80; 71.47; 77.77; 78.80; 37.29; 58.79; 55.62
 21.42; 27.41; 23.91; 21.82; 75.80; 71.46; 77.76; 78.79; 37.28; 58.78; 55.63
 21.42; 27.40; 23.91; 21.82; 75.82; 71.45; 77.75; 78.80; 37.27; 58.77; 55.63
 21.42; 27.42; 23.92; 21.82; 75.82; 71.45; 77.74; 78.80; 37.25; 58.77; 55.62
 21.42; 27.43; 23.91; 21.82; 75.82; 71.45; 77.74; 78.80; 37.26; 58.77; 55.62
 21.42; 27.44; 23.91; 21.82; 75.83; 71.44; 77.72; 78.80; 37.26; 58.77; 55.62
 21.43; 27.43; 23.90; 21.82; 75.84; 71.43; 77.72; 78.79; 37.26; 58.76; 55.62
 21.42; 27.44; 23.91; 21.83; 75.85; 71.43; 77.71; 78.78; 37.24; 58.76; 55.64
 21.42; 27.45; 23.90; 21.83; 75.86; 71.44; 77.70; 78.78; 37.24; 58.75; 55.65
 21.42; 27.45; 23.90; 21.83; 75.85; 71.43; 77.71; 78.77; 37.23; 58.76; 55.66
 21.43; 27.44; 23.90; 21.83; 75.85; 71.42; 77.72; 78.78; 37.23; 58.75; 55.67
 21.43; 27.45; 23.90; 21.83; 75.86; 71.43; 77.72; 78.77; 37.23; 58.74; 55.67
 21.44; 27.46; 23.90; 21.84; 75.86; 71.43; 77.72; 78.76; 37.23; 58.73; 55.68
 21.44; 27.46; 23.91; 21.84; 75.88; 71.44; 77.72; 78.76; 37.22; 58.72; 55.68
 21.44; 27.46; 23.93; 21.85; 75.88; 71.44; 77.72; 78.77; 37.22; 58.71; 55.69
 21.44; 27.45; 23.93; 21.86; 75.89; 71.43; 77.72; 78.77; 37.20; 58.72; 55.69
 21.44; 27.47; 23.94; 21.86; 75.89; 71.42; 77.73; 78.77; 37.20; 58.72; 55.70
 21.43; 27.48; 23.96; 21.85; 75.89; 71.41; 77.72; 78.76; 37.20; 58.71; 55.70
 21.44; 27.49; 23.97; 21.86; 75.89; 71.40; 77.73; 78.76; 37.19; 58.69; 55.71
 21.44; 27.50; 23.98; 21.86; 75.88; 71.39; 77.73; 78.77; 37.18; 58.69; 55.72
 21.42; 27.51; 23.98; 21.86; 75.88; 71.38; 77.72; 78.77; 37.17; 58.68; 55.73
 21.42; 27.50; 23.97; 21.85; 75.88; 71.39; 77.72; 78.77; 37.16; 58.69; 55.73
 21.42; 27.51; 23.97; 21.86; 75.88; 71.38; 77.73; 78.76; 37.15; 58.68; 55.73
 21.42; 27.51; 23.99; 21.86; 75.87; 71.38; 77.72; 78.76; 37.15; 58.67; 55.73
 21.41; 27.51; 23.99; 21.86; 75.86; 71.37; 77.73; 78.76; 37.14; 58.65; 55.74
 21.41; 27.51; 23.99; 21.85; 75.86; 71.37; 77.73; 78.76; 37.13; 58.64; 55.75
 21.41; 27.50; 24.00; 21.86; 75.87; 71.36; 77.72; 78.76; 37.13; 58.64; 55.76
 21.41; 27.51; 24.00; 21.86; 75.88; 71.36; 77.72; 78.76; 37.13; 58.63; 55.76
 21.40; 27.52; 23.99; 21.86; 75.88; 71.35; 77.74; 78.76; 37.13; 58.62; 55.76
 21.39; 27.54; 23.99; 21.86; 75.89; 71.35; 77.74; 78.76; 37.12; 58.62; 55.76
 21.39; 27.55; 24.00; 21.88; 75.88; 71.33; 77.75; 78.76; 37.12; 58.61; 55.75
 21.42; 27.54; 24.00; 21.90; 75.90; 71.32; 77.73; 78.75; 37.12; 58.61; 55.75
 21.42; 27.54; 24.00; 21.90; 75.91; 71.33; 77.73; 78.75; 37.11; 58.60; 55.75
 21.41; 27.56; 24.00; 21.89; 75.91; 71.33; 77.74; 78.75; 37.11; 58.59; 55.75
 21.42; 27.56; 23.99; 21.89; 75.91; 71.33; 77.74; 78.74; 37.11; 58.60; 55.76
 21.42; 27.57; 23.99; 21.89; 75.92; 71.32; 77.74; 78.74; 37.11; 58.59; 55.77
 21.43; 27.57; 24.00; 21.89; 75.93; 71.32; 77.73; 78.73; 37.11; 58.58; 55.78
 21.42; 27.58; 24.00; 21.90; 75.93; 71.33; 77.73; 78.75; 37.10; 58.59; 55.77
 21.41; 27.58; 23.99; 21.90; 75.92; 71.33; 77.72; 78.75; 37.12; 58.60; 55.78
 21.43; 27.57; 24.00; 21.91; 75.93; 71.32; 77.72; 78.72; 37.11; 58.61; 55.79
 21.43; 27.58; 24.00; 21.91; 75.93; 71.32; 77.72; 78.71; 37.12; 58.60; 55.81
 21.44; 27.57; 23.99; 21.91; 75.93; 71.33; 77.72; 78.71; 37.12; 58.61; 55.80
 21.44; 27.57; 23.98; 21.91; 75.93; 71.32; 77.72; 78.72; 37.12; 58.61; 55.80
 21.46; 27.56; 23.98; 21.91; 75.94; 71.32; 77.69; 78.70; 37.12; 58.61; 55.82
 21.47; 27.55; 23.98; 21.91; 75.94; 71.30; 77.69; 78.69; 37.12; 58.61; 55.83
 21.47; 27.56; 23.98; 21.90; 75.92; 71.31; 77.69; 78.70; 37.13; 58.61; 55.82
 21.47; 27.56; 23.97; 21.90; 75.91; 71.31; 77.68; 78.70; 37.13; 58.60; 55.82
 21.47; 27.56; 23.98; 21.91; 75.92; 71.31; 77.66; 78.68; 37.13; 58.60; 55.83
 21.47; 27.55; 23.99; 21.89; 75.92; 71.31; 77.66; 78.68; 37.13; 58.59; 55.84
 21.47; 27.55; 23.98; 21.89; 75.91; 71.32; 77.66; 78.69; 37.12; 58.60; 55.84
 21.47; 27.53; 23.98; 21.89; 75.91; 71.31; 77.66; 78.68; 37.12; 58.60; 55.84
 21.47; 27.53; 23.99; 21.90; 75.92; 71.32; 77.64; 78.68; 37.12; 58.60; 55.85
 21.49; 27.52; 23.99; 21.90; 75.92; 71.32; 77.64; 78.69; 37.10; 58.59; 55.85
 21.48; 27.52; 23.99; 21.90; 75.91; 71.33; 77.64; 78.69; 37.11; 58.59; 55.84
 21.48; 27.52; 23.99; 21.89; 75.91; 71.33; 77.65; 78.69; 37.12; 58.60; 55.84
 21.49; 27.51; 24.00; 21.90; 75.91; 71.33; 77.63; 78.68; 37.11; 58.61; 55.86
 21.48; 27.51; 24.01; 21.88; 75.92; 71.33; 77.63; 78.66; 37.12; 58.60; 55.88
 21.49; 27.52; 24.01; 21.88; 75.90; 71.34; 77.64; 78.67; 37.12; 58.61; 55.88
 21.49; 27.52; 23.99; 21.88; 75.91; 71.33; 77.63; 78.66; 37.13; 58.62; 55.89
 21.51; 27.51; 24.01; 21.88; 75.92; 71.33; 77.62; 78.64; 37.12; 58.62; 55.91
 21.51; 27.51; 24.01; 21.88; 75.93; 71.32; 77.62; 78.64; 37.14; 58.61; 55.93
 21.50; 27.52; 24.02; 21.88; 75.93; 71.32; 77.63; 78.65; 37.14; 58.59; 55.92
 21.51; 27.51; 24.01; 21.88; 75.93; 71.32; 77.64; 78.64; 37.15; 58.60; 55.93
 21.53; 27.51; 24.01; 21.89; 75.94; 71.31; 77.62; 78.63; 37.14; 58.60; 55.94
 21.53; 27.50; 24.01; 21.89; 75.94; 71.30; 77.62; 78.63; 37.14; 58.59; 55.95
 21.52; 27.50; 24.03; 21.88; 75.93; 71.30; 77.62; 78.63; 37.14; 58.59; 55.95
 21.52; 27.50; 24.02; 21.88; 75.94; 71.31; 77.63; 78.63; 37.14; 58.59; 55.95
 21.53; 27.50; 24.03; 21.88; 75.95; 71.31; 77.61; 78.59; 37.14; 58.58; 55.96
 21.54; 27.51; 24.03; 21.87; 75.95; 71.31; 77.60; 78.58; 37.15; 58.57; 55.97
 21.53; 27.51; 24.03; 21.86; 75.95; 71.31; 77.60; 78.58; 37.14; 58.58; 55.96
 21.55; 27.50; 24.02; 21.86; 75.93; 71.32; 77.60; 78.57; 37.14; 58.59; 55.97
 21.55; 27.50; 24.02; 21.87; 75.93; 71.32; 77.58; 78.57; 37.13; 58.59; 55.97
 21.54; 27.50; 24.03; 21.87; 75.93; 71.31; 77.58; 78.57; 37.15; 58.59; 55.98
 21.53; 27.50; 24.03; 21.86; 75.92; 71.31; 77.58; 78.57; 37.14; 58.59; 55.98
 21.53; 27.50; 24.03; 21.85; 75.92; 71.31; 77.58; 78.57; 37.14; 58.59; 55.98
 21.54; 27.50; 24.02; 21.86; 75.93; 71.30; 77.57; 78.55; 37.16; 58.59; 55.99
 21.55; 27.51; 24.01; 21.85; 75.94; 71.30; 77.57; 78.55; 37.16; 58.58; 56.00
 21.54; 27.52; 24.02; 21.84; 75.93; 71.30; 77.57; 78.56; 37.17; 58.58; 55.99
 21.54; 27.52; 24.01; 21.84; 75.93; 71.30; 77.57; 78.56; 37.17; 58.58; 55.99
 21.54; 27.50; 24.02; 21.85; 75.93; 71.31; 77.57; 78.56; 37.17; 58.58; 56.01
 21.53; 27.51; 24.01; 21.86; 75.92; 71.31; 77.57; 78.56; 37.18; 58.59; 56.01
 21.52; 27.52; 24.01; 21.87; 75.91; 71.32; 77.58; 78.57; 37.18; 58.59; 56.01
 21.52; 27.52; 24.02; 21.86; 75.91; 71.33; 77.57; 78.56; 37.17; 58.61; 56.01
 21.52; 27.52; 24.03; 21.87; 75.91; 71.33; 77.58; 78.56; 37.18; 58.62; 55.99
 21.52; 27.53; 24.03; 21.88; 75.91; 71.33; 77.57; 78.56; 37.17; 58.61; 56.00
 21.51; 27.55; 24.04; 21.89; 75.91; 71.33; 77.57; 78.56; 37.17; 58.60; 55.99
 21.51; 27.55; 24.05; 21.88; 75.92; 71.34; 77.57; 78.56; 37.18; 58.59; 56.00
 21.51; 27.55; 24.05; 21.89; 75.90; 71.34; 77.58; 78.57; 37.16; 58.59; 55.99
 21.51; 27.57; 24.04; 21.89; 75.90; 71.35; 77.57; 78.56; 37.15; 58.60; 55.98
 21.51; 27.57; 24.05; 21.90; 75.90; 71.34; 77.57; 78.56; 37.15; 58.60; 55.96
 21.50; 27.57; 24.05; 21.89; 75.90; 71.34; 77.57; 78.57; 37.14; 58.60; 55.95
 21.49; 27.58; 24.05; 21.89; 75.90; 71.34; 77.58; 78.58; 37.13; 58.59; 55.95
 21.48; 27.57; 24.04; 21.90; 75.89; 71.34; 77.58; 78.57; 37.13; 58.60; 55.95
 21.48; 27.57; 24.04; 21.90; 75.89; 71.34; 77.58; 78.58; 37.13; 58.59; 55.94
 21.47; 27.56; 24.04; 21.89; 75.89; 71.34; 77.59; 78.58; 37.13; 58.60; 55.94
 21.47; 27.56; 24.05; 21.89; 75.88; 71.34; 77.60; 78.59; 37.13; 58.60; 55.93
 21.47; 27.56; 24.03; 21.89; 75.87; 71.35; 77.59; 78.57; 37.14; 58.60; 55.94
 21.47; 27.56; 24.05; 21.90; 75.87; 71.35; 77.59; 78.57; 37.13; 58.58; 55.93
 21.46; 27.57; 24.05; 21.89; 75.86; 71.35; 77.59; 78.58; 37.13; 58.58; 55.92
 21.45; 27.57; 24.06; 21.89; 75.87; 71.35; 77.60; 78.58; 37.13; 58.59; 55.91
 21.44; 27.57; 24.08; 21.90; 75.88; 71.36; 77.59; 78.57; 37.13; 58.59; 55.91
 21.44; 27.56; 24.08; 21.91; 75.89; 71.36; 77.60; 78.56; 37.12; 58.58; 55.91
 21.43; 27.56; 24.09; 21.91; 75.89; 71.38; 77.60; 78.57; 37.13; 58.57; 55.90
 21.43; 27.56; 24.09; 21.92; 75.89; 71.37; 77.61; 78.57; 37.12; 58.57; 55.90
 21.42; 27.58; 24.09; 21.93; 75.89; 71.38; 77.61; 78.56; 37.12; 58.57; 55.90
 21.41; 27.58; 24.10; 21.94; 75.90; 71.38; 77.60; 78.56; 37.12; 58.58; 55.89
 21.41; 27.58; 24.10; 21.94; 75.90; 71.39; 77.60; 78.56; 37.12; 58.59; 55.89
 21.41; 27.58; 24.11; 21.95; 75.90; 71.39; 77.61; 78.57; 37.11; 58.58; 55.89
 21.40; 27.58; 24.10; 21.96; 75.91; 71.38; 77.61; 78.58; 37.10; 58.59; 55.91
 21.40; 27.59; 24.11; 21.97; 75.90; 71.37; 77.61; 78.58; 37.10; 58.59; 55.91
 21.39; 27.60; 24.10; 21.96; 75.91; 71.37; 77.62; 78.58; 37.09; 58.59; 55.91
 21.39; 27.59; 24.10; 21.96; 75.90; 71.38; 77.63; 78.58; 37.10; 58.58; 55.90
 21.38; 27.60; 24.11; 21.96; 75.90; 71.38; 77.63; 78.57; 37.10; 58.58; 55.91
 21.37; 27.60; 24.12; 21.96; 75.90; 71.38; 77.63; 78.57; 37.09; 58.57; 55.90
 21.36; 27.61; 24.11; 21.96; 75.90; 71.38; 77.63; 78.57; 37.08; 58.57; 55.90
 21.36; 27.60; 24.11; 21.96; 75.89; 71.38; 77.63; 78.58; 37.08; 58.57; 55.89
 21.36; 27.61; 24.10; 21.97; 75.89; 71.39; 77.62; 78.57; 37.08; 58.57; 55.88
 21.36; 27.61; 24.10; 21.99; 75.89; 71.38; 77.63; 78.56; 37.07; 58.57; 55.88
 21.36; 27.60; 24.10; 21.98; 75.88; 71.38; 77.63; 78.56; 37.06; 58.57; 55.88
 21.36; 27.58; 24.10; 21.99; 75.87; 71.39; 77.64; 78.56; 37.08; 58.56; 55.88
 21.36; 27.58; 24.09; 22.00; 75.86; 71.40; 77.63; 78.56; 37.08; 58.57; 55.88
 21.36; 27.59; 24.09; 22.01; 75.86; 71.41; 77.63; 78.56; 37.07; 58.55; 55.88
 21.37; 27.59; 24.10; 22.01; 75.86; 71.41; 77.63; 78.57; 37.06; 58.55; 55.88
 21.37; 27.59; 24.09; 22.02; 75.85; 71.40; 77.64; 78.58; 37.06; 58.56; 55.86
 21.36; 27.58; 24.09; 22.03; 75.85; 71.41; 77.64; 78.58; 37.07; 58.57; 55.86
 21.36; 27.59; 24.09; 22.03; 75.86; 71.40; 77.64; 78.58; 37.06; 58.56; 55.86
 21.35; 27.59; 24.08; 22.02; 75.86; 71.41; 77.65; 78.58; 37.07; 58.56; 55.86
 21.36; 27.60; 24.08; 22.02; 75.86; 71.42; 77.65; 78.59; 37.08; 58.55; 55.85
 21.36; 27.59; 24.07; 22.02; 75.86; 71.42; 77.66; 78.58; 37.08; 58.56; 55.86
 21.36; 27.59; 24.07; 22.04; 75.85; 71.44; 77.66; 78.59; 37.07; 58.56; 55.86
 21.36; 27.59; 24.08; 22.04; 75.85; 71.45; 77.66; 78.59; 37.08; 58.56; 55.86
 21.37; 27.59; 24.07; 22.04; 75.85; 71.44; 77.66; 78.60; 37.08; 58.56; 55.85
 21.37; 27.59; 24.07; 22.04; 75.85; 71.45; 77.67; 78.59; 37.10; 58.54; 55.84
 21.37; 27.60; 24.07; 22.04; 75.84; 71.45; 77.67; 78.59; 37.10; 58.55; 55.84
 21.37; 27.59; 24.07; 22.04; 75.84; 71.44; 77.68; 78.60; 37.10; 58.55; 55.84
 21.36; 27.59; 24.07; 22.03; 75.85; 71.44; 77.69; 78.59; 37.10; 58.54; 55.85
 21.36; 27.60; 24.06; 22.03; 75.83; 71.45; 77.68; 78.59; 37.11; 58.54; 55.84
 21.36; 27.60; 24.06; 22.02; 75.83; 71.44; 77.69; 78.60; 37.11; 58.54; 55.83
 21.35; 27.59; 24.06; 22.01; 75.82; 71.44; 77.70; 78.61; 37.11; 58.54; 55.83
 21.35; 27.59; 24.05; 22.00; 75.83; 71.43; 77.69; 78.61; 37.12; 58.55; 55.82
 21.36; 27.58; 24.04; 22.00; 75.82; 71.44; 77.69; 78.61; 37.12; 58.55; 55.81
 21.35; 27.58; 24.04; 21.99; 75.83; 71.43; 77.69; 78.62; 37.13; 58.55; 55.80
 21.35; 27.57; 24.04; 21.99; 75.82; 71.43; 77.70; 78.62; 37.13; 58.55; 55.79
 21.36; 27.57; 24.03; 21.98; 75.83; 71.43; 77.71; 78.62; 37.15; 58.55; 55.79
 21.35; 27.56; 24.04; 21.99; 75.82; 71.44; 77.71; 78.61; 37.17; 58.54; 55.78
 21.35; 27.57; 24.02; 22.00; 75.82; 71.44; 77.70; 78.62; 37.17; 58.54; 55.78
 21.34; 27.56; 24.02; 21.99; 75.82; 71.43; 77.71; 78.63; 37.19; 58.55; 55.77
 21.35; 27.56; 24.02; 21.98; 75.82; 71.43; 77.71; 78.62; 37.19; 58.55; 55.78
 21.36; 27.56; 24.03; 21.98; 75.81; 71.45; 77.72; 78.62; 37.19; 58.54; 55.76
 21.36; 27.56; 24.03; 21.99; 75.81; 71.45; 77.73; 78.63; 37.19; 58.54; 55.77
 21.36; 27.54; 24.04; 21.98; 75.81; 71.44; 77.73; 78.63; 37.18; 58.55; 55.77
 21.36; 27.55; 24.03; 21.98; 75.82; 71.44; 77.73; 78.63; 37.18; 58.55; 55.78
 21.37; 27.55; 24.03; 21.99; 75.82; 71.45; 77.73; 78.64; 37.18; 58.55; 55.76
 21.37; 27.54; 24.02; 21.99; 75.82; 71.45; 77.74; 78.64; 37.20; 58.58; 55.75
 21.37; 27.53; 24.03; 21.99; 75.83; 71.45; 77.73; 78.65; 37.19; 58.58; 55.76
 21.37; 27.52; 24.03; 21.99; 75.83; 71.46; 77.73; 78.65; 37.19; 58.59; 55.75
 21.36; 27.52; 24.03; 21.99; 75.82; 71.47; 77.73; 78.66; 37.20; 58.58; 55.74
 21.35; 27.52; 24.02; 21.99; 75.81; 71.48; 77.74; 78.66; 37.20; 58.60; 55.74
 21.35; 27.51; 24.02; 21.99; 75.81; 71.47; 77.74; 78.65; 37.21; 58.61; 55.75
 21.35; 27.50; 24.01; 21.99; 75.81; 71.46; 77.74; 78.65; 37.22; 58.61; 55.75
 21.36; 27.50; 24.01; 21.98; 75.80; 71.47; 77.75; 78.65; 37.22; 58.60; 55.73
 21.36; 27.50; 24.01; 21.98; 75.79; 71.47; 77.76; 78.65; 37.22; 58.61; 55.72
 21.36; 27.50; 24.01; 21.97; 75.79; 71.47; 77.77; 78.65; 37.20; 58.60; 55.72
 21.36; 27.50; 24.00; 21.96; 75.79; 71.47; 77.77; 78.65; 37.21; 58.60; 55.72
 21.36; 27.50; 24.00; 21.97; 75.77; 71.48; 77.78; 78.65; 37.22; 58.59; 55.70
 21.36; 27.50; 24.00; 21.97; 75.77; 71.48; 77.77; 78.66; 37.22; 58.60; 55.70
 21.36; 27.49; 24.00; 21.96; 75.76; 71.48; 77.78; 78.66; 37.22; 58.59; 55.71
 21.36; 27.49; 24.00; 21.96; 75.76; 71.48; 77.78; 78.67; 37.22; 58.60; 55.70
 21.37; 27.49; 24.00; 21.97; 75.75; 71.48; 77.79; 78.67; 37.23; 58.59; 55.69
 21.37; 27.48; 23.98; 21.97; 75.74; 71.49; 77.79; 78.68; 37.24; 58.59; 55.68
 21.37; 27.48; 23.98; 21.98; 75.75; 71.49; 77.80; 78.68; 37.24; 58.59; 55.69
 21.38; 27.48; 23.96; 21.98; 75.75; 71.49; 77.80; 78.67; 37.23; 58.59; 55.69
 21.38; 27.48; 23.96; 21.99; 75.74; 71.50; 77.81; 78.68; 37.23; 58.58; 55.69
 21.39; 27.48; 23.95; 21.99; 75.74; 71.51; 77.81; 78.67; 37.23; 58.60; 55.69
 21.37; 27.47; 23.96; 21.98; 75.74; 71.52; 77.82; 78.67; 37.23; 58.61; 55.69
 21.38; 27.47; 23.97; 21.98; 75.75; 71.51; 77.81; 78.68; 37.23; 58.61; 55.70
 21.39; 27.48; 23.96; 21.97; 75.76; 71.50; 77.81; 78.69; 37.24; 58.61; 55.69
 21.39; 27.48; 23.96; 21.97; 75.76; 71.49; 77.81; 78.68; 37.24; 58.62; 55.70
 21.39; 27.48; 23.98; 21.96; 75.77; 71.49; 77.82; 78.69; 37.24; 58.62; 55.70
 21.39; 27.48; 23.98; 21.96; 75.76; 71.49; 77.81; 78.69; 37.24; 58.62; 55.70
 21.39; 27.48; 23.98; 21.96; 75.77; 71.50; 77.81; 78.68; 37.23; 58.62; 55.69
 21.38; 27.49; 23.98; 21.96; 75.76; 71.49; 77.81; 78.67; 37.24; 58.62; 55.70
 21.37; 27.48; 23.98; 21.96; 75.76; 71.49; 77.82; 78.67; 37.24; 58.63; 55.69
 21.39; 27.48; 23.98; 21.95; 75.76; 71.49; 77.81; 78.66; 37.23; 58.63; 55.70
 21.39; 27.48; 23.98; 21.94; 75.76; 71.50; 77.80; 78.66; 37.23; 58.63; 55.69
 21.40; 27.48; 23.98; 21.93; 75.77; 71.48; 77.80; 78.67; 37.23; 58.62; 55.69
 21.39; 27.48; 23.98; 21.92; 75.77; 71.48; 77.80; 78.67; 37.23; 58.61; 55.68
 21.39; 27.47; 23.98; 21.93; 75.77; 71.47; 77.80; 78.67; 37.24; 58.62; 55.68
 21.40; 27.47; 23.98; 21.93; 75.77; 71.48; 77.80; 78.67; 37.23; 58.62; 55.68
 21.39; 27.47; 23.99; 21.92; 75.77; 71.47; 77.81; 78.67; 37.23; 58.62; 55.68
 21.39; 27.46; 23.99; 21.91; 75.76; 71.48; 77.81; 78.68; 37.23; 58.62; 55.68
 21.40; 27.47; 23.99; 21.91; 75.77; 71.48; 77.79; 78.68; 37.23; 58.61; 55.69
 21.39; 27.47; 23.99; 21.91; 75.78; 71.49; 77.79; 78.67; 37.23; 58.60; 55.70
 21.39; 27.47; 23.99; 21.91; 75.78; 71.49; 77.80; 78.66; 37.23; 58.60; 55.70
 21.39; 27.48; 23.99; 21.91; 75.76; 71.50; 77.80; 78.65; 37.23; 58.59; 55.70
 21.39; 27.49; 23.99; 21.90; 75.76; 71.50; 77.80; 78.64; 37.24; 58.60; 55.72
 21.38; 27.49; 23.99; 21.91; 75.77; 71.50; 77.80; 78.64; 37.23; 58.59; 55.73
 21.38; 27.50; 24.00; 21.91; 75.77; 71.51; 77.81; 78.64; 37.22; 58.59; 55.73
 21.37; 27.51; 24.00; 21.92; 75.77; 71.52; 77.82; 78.64; 37.22; 58.59; 55.72
 21.40; 27.51; 24.01; 21.91; 75.76; 71.52; 77.80; 78.63; 37.23; 58.60; 55.73
 21.39; 27.52; 23.99; 21.91; 75.76; 71.52; 77.80; 78.63; 37.23; 58.60; 55.74
 21.39; 27.51; 24.00; 21.91; 75.75; 71.52; 77.81; 78.63; 37.25; 58.61; 55.75
 21.39; 27.52; 23.99; 21.91; 75.75; 71.52; 77.82; 78.63; 37.25; 58.60; 55.75
 21.40; 27.51; 23.98; 21.91; 75.75; 71.51; 77.80; 78.62; 37.27; 58.61; 55.75
 21.40; 27.52; 23.98; 21.91; 75.75; 71.51; 77.80; 78.62; 37.26; 58.60; 55.76
 21.40; 27.51; 23.98; 21.91; 75.76; 71.50; 77.80; 78.61; 37.27; 58.60; 55.76
 21.39; 27.50; 23.98; 21.90; 75.75; 71.50; 77.81; 78.62; 37.27; 58.60; 55.75
 21.40; 27.50; 23.99; 21.89; 75.76; 71.51; 77.79; 78.61; 37.27; 58.59; 55.75
 21.40; 27.50; 23.97; 21.88; 75.75; 71.50; 77.80; 78.62; 37.26; 58.59; 55.76
 21.40; 27.50; 23.97; 21.89; 75.76; 71.49; 77.80; 78.62; 37.26; 58.59; 55.76
 21.39; 27.49; 23.97; 21.89; 75.75; 71.49; 77.79; 78.62; 37.27; 58.59; 55.76
 21.41; 27.50; 23.96; 21.88; 75.76; 71.49; 77.79; 78.61; 37.27; 58.59; 55.76
 21.41; 27.50; 23.95; 21.88; 75.76; 71.49; 77.80; 78.61; 37.26; 58.59; 55.76
 21.41; 27.50; 23.96; 21.88; 75.76; 71.48; 77.80; 78.61; 37.26; 58.59; 55.77
 21.41; 27.49; 23.96; 21.88; 75.74; 71.50; 77.79; 78.61; 37.27; 58.60; 55.77
 21.41; 27.50; 23.97; 21.86; 75.75; 71.49; 77.79; 78.61; 37.28; 58.59; 55.78
 21.43; 27.49; 23.96; 21.86; 75.75; 71.49; 77.78; 78.61; 37.27; 58.59; 55.79
 21.43; 27.49; 23.96; 21.86; 75.76; 71.48; 77.78; 78.61; 37.27; 58.59; 55.79
 21.42; 27.49; 23.96; 21.86; 75.76; 71.50; 77.79; 78.61; 37.28; 58.58; 55.79
 21.43; 27.49; 23.96; 21.86; 75.76; 71.49; 77.78; 78.61; 37.27; 58.58; 55.81
 21.43; 27.49; 23.97; 21.85; 75.77; 71.50; 77.78; 78.61; 37.27; 58.58; 55.81
 21.43; 27.51; 23.97; 21.85; 75.76; 71.50; 77.78; 78.62; 37.28; 58.58; 55.82
 21.42; 27.51; 23.97; 21.85; 75.77; 71.50; 77.78; 78.62; 37.28; 58.58; 55.82
 21.44; 27.51; 23.96; 21.85; 75.77; 71.50; 77.78; 78.60; 37.28; 58.58; 55.83
 21.44; 27.51; 23.97; 21.85; 75.77; 71.51; 77.78; 78.61; 37.27; 58.57; 55.84
 21.43; 27.51; 23.97; 21.85; 75.76; 71.51; 77.78; 78.61; 37.28; 58.57; 55.84
 21.43; 27.51; 23.97; 21.86; 75.76; 71.52; 77.79; 78.61; 37.28; 58.56; 55.84
 21.43; 27.50; 23.97; 21.86; 75.77; 71.52; 77.78; 78.59; 37.29; 58.56; 55.84
 21.43; 27.50; 23.97; 21.85; 75.77; 71.53; 77.76; 78.59; 37.29; 58.56; 55.84
 21.43; 27.49; 23.97; 21.85; 75.75; 71.54; 77.77; 78.59; 37.29; 58.57; 55.82
 21.43; 27.49; 23.96; 21.86; 75.75; 71.54; 77.77; 78.59; 37.28; 58.57; 55.82
 21.43; 27.49; 23.95; 21.85; 75.75; 71.54; 77.76; 78.59; 37.29; 58.58; 55.81
 21.43; 27.48; 23.95; 21.85; 75.76; 71.54; 77.76; 78.56; 37.29; 58.59; 55.82
 21.43; 27.48; 23.94; 21.85; 75.75; 71.55; 77.76; 78.56; 37.30; 58.58; 55.82
 21.42; 27.47; 23.94; 21.85; 75.75; 71.55; 77.75; 78.56; 37.31; 58.59; 55.82
 21.43; 27.48; 23.93; 21.84; 75.76; 71.55; 77.76; 78.55; 37.31; 58.59; 55.82
 21.43; 27.48; 23.92; 21.84; 75.76; 71.55; 77.75; 78.54; 37.32; 58.59; 55.83
 21.43; 27.47; 23.92; 21.84; 75.75; 71.57; 77.75; 78.55; 37.32; 58.59; 55.82
 21.43; 27.47; 23.91; 21.83; 75.75; 71.56; 77.76; 78.55; 37.34; 58.60; 55.82
 21.43; 27.47; 23.91; 21.83; 75.75; 71.57; 77.77; 78.54; 37.34; 58.61; 55.81
 21.43; 27.47; 23.91; 21.84; 75.74; 71.57; 77.77; 78.54; 37.34; 58.61; 55.80
